,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,district
278,10111,Bangkok Marriott Marquis Queen’s Park,"199 Sukhumvit Soi 22, Klong Ton, Klong Toey, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.2,Gallery F-Stop && 170 m ; Benjasiri Park && 240 m ; World Fellowship of Buddhists && 240 m ; Fiorenzo Tailor && 250 m ; Fatima Shop && 300 m ; Subhashok The Arts Centre (S.A.C.) && 310 m ; Emporium Shopping Complex && 340 m ; Terminal 21 Shopping Mall && 950 m ; Central World && 3.3 km ; Jim Thompson && 3.45 km,Terminal 21 Shopping Mall && 950 m ; Central World && 3.3 km ; Jim Thompson && 3.45 km ; Yaowarat Road && 6.12 km ; Wat Saket && 6.86 km ; Asiatique - The Riverfront && 7.31 km ; Khao San Road && 7.93 km ; Wat Pho Temple && 8.04 km ; Wat Phra Kaew && 8.22 km ; Grand Palace && 8.28 km,Sukhumvit
279,10112,Siam Kempinski Hotel Bangkok,"991/9 Rama 1 Road, Pathumwan, Siam, Bangkok, Thailand, 10330",5.0,9.7,"Kidzania Bangkok && 130 m ; Siam Ocean World && 180 m ; Queen Savang Vadhana Museum && 210 m ; Wat Patumwanararm && 230 m ; Siam Paragon && 260 m ; Sra Pathum Palace && 260 m ; Pantip Plaza && 290 m ; Wat Boromniwas && 320 m ; Pantip Plaza IT Mall && 340 m ; German Kabirski Co.,Ltd. && 360 m",Central World && 480 m ; Jim Thompson && 2 km ; Yaowarat Road && 2.93 km ; Terminal 21 Shopping Mall && 2.93 km ; Wat Saket && 3.19 km ; Khao San Road && 4.24 km ; Wat Pho Temple && 4.63 km ; Wat Phra Kaew && 4.72 km ; Grand Palace && 4.76 km ; Asiatique - The Riverfront && 6.03 km,Siam
280,10114,The St. Regis Bangkok,"159 Rajadamri Road, Siam, Bangkok, Thailand, 10330",5.0,9.2,Toojah && 100 m ; Peninsula Tailors Bangkok && 240 m ; Peninsula Plaza && 250 m ; Royal Bangkok Sports Club && 280 m ; Royal Maneeya Tower && 380 m ; Fallabella && 410 m ; 100 Tonson Gallery && 470 m ; RJ Uomo && 490 m ; Ratchaprasong Intersection Shrines && 500 m ; Absolute Yoga && 510 m,Central World && 690 m ; Jim Thompson && 1.25 km ; Terminal 21 Shopping Mall && 2.22 km ; Yaowarat Road && 3.28 km ; Wat Saket && 3.93 km ; Khao San Road && 5.01 km ; Wat Pho Temple && 5.16 km ; Wat Phra Kaew && 5.31 km ; Grand Palace && 5.37 km ; Asiatique - The Riverfront && 5.61 km,Siam
281,10115,Park Hyatt Bangkok,"88 Wireless Road, Lumpini, Pathumwan, Bangkok, Wireless, Bangkok, Thailand, 10330",5.0,9.5,Central Embassy && 20 m ; Zantino Tailor && 280 m ; All Seasons Place && 310 m ; Central Plaza Chidlom && 320 m ; AAA Thai Language Center && 380 m ; Shrine of the Goddess Tubtim && 380 m ; Blanc Bespoke Tailors && 390 m ; Yoga Elements Studio && 420 m ; Mater Dei School && 460 m ; Witthayu Pier && 490 m,Central World && 890 m ; Terminal 21 Shopping Mall && 1.59 km ; Jim Thompson && 2.12 km ; Yaowarat Road && 4.08 km ; Wat Saket && 4.53 km ; Khao San Road && 5.58 km ; Wat Pho Temple && 5.9 km ; Wat Phra Kaew && 6.01 km ; Grand Palace && 6.06 km ; Asiatique - The Riverfront && 6.49 km,Wireless
282,10116,137 Pillars Suites Bangkok,"59/1 Soi Sukhumvit 39, khlong Tan Nuea, Watthana, Bangkok Thailand, Sukhumvit, Bangkok, Thailand, 10110",5.0,7.8,The American School of Bangkok Sukhumvit Campus && 460 m ; Asia Herb Association - Sawatdee shop && 520 m ; Sombat Permpoon Gallery && 560 m ; Laan Gao && 570 m ; Milan Suit && 680 m ; Subhashok The Arts Centre (S.A.C.) && 740 m ; EmQuartier && 740 m ; Fatima Shop && 760 m ; Fiorenzo Tailor && 790 m ; Terminal 21 Shopping Mall && 1.23 km,Terminal 21 Shopping Mall && 1.23 km ; Central World && 3.64 km ; Jim Thompson && 4.22 km ; Yaowarat Road && 6.72 km ; Wat Saket && 7.27 km ; Asiatique - The Riverfront && 8.27 km ; Khao San Road && 8.32 km ; Wat Pho Temple && 8.6 km ; Wat Phra Kaew && 8.73 km ; Grand Palace && 8.79 km,Sukhumvit
283,10117,Chakrabongse Villas,"396 Maharaj Road, Tatien, Bangkok Riverside, Bangkok, Thailand",5.0,9.4,Chakabongse Palace && 50 m ; Rajinee Pier && 270 m ; Wat Pho Temple && 280 m ; Temple of the Reclining Buddha (Wat Pho) && 300 m ; Pak Klong - Flower Market && 320 m ; Yodpiman Market && 370 m ; Tha Tien Pier && 440 m ; Wat Arun && 460 m ; Nakarapirom Park && 460 m ; Yodpiman River Walk && 470 m,Wat Pho Temple && 280 m ; Wat Phra Kaew && 680 m ; Grand Palace && 750 m ; Khao San Road && 1.71 km ; Yaowarat Road && 1.83 km ; Wat Saket && 1.84 km ; Asiatique - The Riverfront && 4.59 km ; Jim Thompson && 4.61 km ; Central World && 4.99 km ; Terminal 21 Shopping Mall && 7.31 km,Bangkok Riverside
284,10118,The Siam Hotel,"Khao Road, Vachirapayabal, Dusit , Bangkok Riverside, Bangkok, Thailand, 10300",5.0,7.6,Krungthon Bridge && 210 m ; Sukhothai Palace && 340 m ; Thewet Market && 390 m ; Saint Francis Xavier Convent School && 490 m ; Wat Thepnahree Pier && 530 m ; Krung Thon Bridge (Sung Hi) Pier && 560 m ; Rajabhat Suan Dusit University && 720 m ; Payap Pier && 730 m ; Vasukri Pier && 850 m ; Nakornluang Polytechnic College && 880 m,Khao San Road && 2.67 km ; Wat Saket && 3.04 km ; Grand Palace && 3.76 km ; Wat Phra Kaew && 3.8 km ; Wat Pho Temple && 4.13 km ; Yaowarat Road && 4.54 km ; Central World && 5.31 km ; Jim Thompson && 6.37 km ; Terminal 21 Shopping Mall && 7.61 km ; Asiatique - The Riverfront && 8.6 km,Bangkok Riverside
285,10119,Mandarin Oriental Bangkok,"48 Oriental Avenue, Bangkok Riverside, Bangkok, Thailand, 10500",5.0,9.0,World Group && 90 m ; Assumption Convent School && 100 m ; Assumption Cathedral && 110 m ; Cotton House && 120 m ; OP Place Antique Shopping && 130 m ; Oriental Hotel Pier && 140 m ; Old Customs House && 160 m ; Assumption College && 210 m ; Wat Muang Kae Pier && 240 m ; A. Moda Tailor && 260 m,Yaowarat Road && 1.9 km ; Jim Thompson && 2.18 km ; Asiatique - The Riverfront && 2.53 km ; Wat Pho Temple && 3.42 km ; Wat Saket && 3.42 km ; Central World && 3.62 km ; Wat Phra Kaew && 3.76 km ; Grand Palace && 3.84 km ; Khao San Road && 4.24 km ; Terminal 21 Shopping Mall && 5.19 km,Bangkok Riverside
286,10125,Ploy Khumthong Boutique Resort,"1194/5 Soi Latkrabang 40/2, Latkrabang District, Suvarnabhumi Airport, Bangkok, Thailand, 10520",4.0,7.1,Wat Plooksattha && 1.08 km ; Wat Latkrabang && 1.52 km ; Wat Sangkaracha && 2.98 km ; Debsirin Romklao School && 3.29 km ; Lady of Loundes Catholic Church && 3.29 km ; Wat Polmanee && 3.72 km ; Sarasas Witaed Romklao School && 3.99 km ; The Paseo Mall && 4.02 km ; Suvarnabhumi Bangkok College && 4.19 km ; Suvarnabhumi Outdoor Market && 4.3 km,Terminal 21 Shopping Mall && 22.11 km ; Central World && 24.49 km ; Jim Thompson && 24.96 km ; Yaowarat Road && 27.6 km ; Wat Saket && 28.1 km ; Asiatique - The Riverfront && 28.19 km ; Khao San Road && 29.12 km ; Wat Pho Temple && 29.49 km ; Wat Phra Kaew && 29.62 km ; Grand Palace && 29.67 km,Suvarnabhumi Airport
287,10126,The Wind Holiday,"995 M.10 Soi Bearing 34 Sukhumvit 107 Road.,T. Samrongnua , A.muang Samutprakan, Bang Na, Bangkok, Thailand, 10270",4.0,3.6,Bangkok Patana International School && 1.31 km ; St Andrews International School Sukhumvit Campus && 1.64 km ; BITEC Bang Na && 1.93 km ; Wat Sri Iam Temple && 2.05 km ; Berkeley International School && 2.22 km ; JAS Urban Srinakarin && 2.61 km ; Central Plaza Bangna && 2.77 km ; The Orthodox St.Nicolas Church && 3.54 km ; Siam Paradise Night Bazar && 3.57 km ; Terminal 21 Shopping Mall && 11.15 km,Terminal 21 Shopping Mall && 11.15 km ; Jim Thompson && 12.36 km ; Central World && 13.22 km ; Asiatique - The Riverfront && 13.35 km ; Yaowarat Road && 15.02 km ; Wat Saket && 16.26 km ; Wat Pho Temple && 16.85 km ; Wat Phra Kaew && 17.16 km ; Grand Palace && 17.23 km ; Khao San Road && 17.31 km,Bang Na
288,10128,Sinsuvarn Airport Suite,"73 Soi Latkrabang 30, On-Nut Latkrabang Rd., Latkrabang, Suvarnabhumi Airport, Bangkok, Thailand, 10520",4.0,7.3,Wat Sangkaracha && 330 m ; The Paseo Mall && 1.29 km ; Wat Latkrabang && 1.51 km ; Suvarnabhumi Outdoor Market && 1.55 km ; Wat Lan Boon && 1.55 km ; Mai Hua Takhe Market && 2.14 km ; Sarasas Witaed Romklao School && 3.06 km ; Wat Plooksattha && 3.21 km ; Debsirin Romklao School && 3.36 km ; Terminal 21 Shopping Mall && 19.36 km,Terminal 21 Shopping Mall && 19.36 km ; Central World && 21.73 km ; Jim Thompson && 22.21 km ; Yaowarat Road && 24.85 km ; Wat Saket && 25.34 km ; Asiatique - The Riverfront && 25.52 km ; Khao San Road && 26.35 km ; Wat Pho Temple && 26.73 km ; Wat Phra Kaew && 26.85 km ; Grand Palace && 26.9 km,Suvarnabhumi Airport
289,10129,Tubtim Siam Suvarnabhumi Hotel,"125/272 Moo 7, Tambol Bangchalong, Amphur Bang Plee Samuthprakarn (Suvarnabhumi Airport), Suvarnabhumi Airport, Bangkok, Thailand, 10540",4.0,7.5,Hua Cheaw University && 950 m ; Lake Wood Golf club && 1.52 km ; Bang-cha-Loang-Nai Temple && 2.62 km ; Green Valley Country Club && 3.45 km ; The American School of Bangkok Bangna Campus && 4.23 km ; Wat Rat Nimit Sattha Tham && 5.22 km ; Home Pro Suvarnabhumi && 5.65 km ; Tesco Lotus Bangplee && 5.79 km ; Wat Bang Pli Yai Nai && 5.86 km ; Thana City Golf and Country Club && 6.12 km,Terminal 21 Shopping Mall && 25.37 km ; Jim Thompson && 27.57 km ; Central World && 27.82 km ; Asiatique - The Riverfront && 29.47 km,Suvarnabhumi Airport
290,10132,The Riche Boutique Hotel,"111 Shinakhet 2/40 Ngamwongwan Rd. Thungsonghang Laksi Bangkok, Thailand, Don Mueang International Airport, Bangkok, Thailand, 10210",4.0,7.1,Durakij Pundit University && 940 m ; The Mall Ngamwongwan && 1.17 km ; Rajapruk Sport Club (North Park) Bangkok Golf Cour && 1.31 km ; Urban Square Prachachuen && 1.31 km ; Rajavinitbangkhen School && 1.42 km ; Parso Driving range && 1.78 km ; Kasetsart University && 2.43 km ; Government Complex && 2.51 km ; Sanambinnam Driving Range && 2.56 km ; Esplanadecineplex Rattanathibeth && 2.95 km,Central World && 13.97 km ; Khao San Road && 14.06 km ; Wat Saket && 14.11 km ; Terminal 21 Shopping Mall && 14.73 km ; Grand Palace && 15.17 km ; Wat Phra Kaew && 15.21 km ; Yaowarat Road && 15.37 km ; Wat Pho Temple && 15.51 km ; Jim Thompson && 15.77 km ; Asiatique - The Riverfront && 19.43 km,Don Mueang International Airport
291,10133,The Meet Green Apartment,"112/26 Ramintra 40 Yeak 19 (Noun Chan) Buengkum, Don Mueang International Airport, Bangkok, Thailand, 10230",3.0,7.4,Venice Di Iris && 1.79 km ; The Promenade && 1.87 km ; Dev Mandir (Thep Montien) && 2.05 km ; Wat Trai Rattanaram && 2.13 km ; Wat Fo Guang Shan && 2.21 km ; Fashion Square && 2.39 km ; Wat Siripong Thamnimitr && 3.27 km ; Central Festival East Ville && 3.44 km ; Foodland Ram-Indra && 3.52 km ; The Promenade Mall && 3.84 km,Terminal 21 Shopping Mall && 15 km ; Central World && 15.85 km ; Jim Thompson && 17.51 km ; Wat Saket && 18.05 km ; Khao San Road && 18.58 km ; Yaowarat Road && 18.66 km ; Wat Phra Kaew && 19.63 km ; Grand Palace && 19.63 km ; Wat Pho Temple && 19.76 km ; Asiatique - The Riverfront && 21.88 km,Don Mueang International Airport
292,10134,Paradise Sukhumvit,"150, Ekamai Soi 12, Prakhanong Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",4.0,4.9,"Bangkok Farmer's Market && 1.11 km ; The Boss Avenue (Tailor) && 1.11 km ; Enlever Ses Vetements && 1.16 km ; Herrmann Suits && 1.17 km ; Klong Tan Pier && 1.42 km ; The Eight, Thonglor && 1.46 km ; J Avenue, Thonglor && 1.52 km ; Wat That Thong && 1.52 km ; Gateway Ekamai && 1.54 km ; Terminal 21 Shopping Mall && 3.86 km",Terminal 21 Shopping Mall && 3.86 km ; Central World && 6.31 km ; Jim Thompson && 6.67 km ; Yaowarat Road && 9.32 km ; Wat Saket && 9.94 km ; Asiatique - The Riverfront && 10.32 km ; Khao San Road && 11 km ; Wat Pho Temple && 11.23 km ; Wat Phra Kaew && 11.38 km ; Grand Palace && 11.44 km,Sukhumvit
293,10135,Viva Residence,"90 Kubon Road, Khannnayao, Don Mueang International Airport, Bangkok, Thailand, 10230",4.0,7.2,The Promenade && 660 m ; Wat Fo Guang Shan && 2.04 km ; The Promenade Mall && 2.45 km ; Venice Di Iris && 2.53 km ; Dev Mandir (Thep Montien) && 2.77 km ; Wat Trai Rattanaram && 3.93 km ; Wat Prayasuren && 4.05 km ; Amorini Mall && 4.31 km ; Fashion Square && 4.33 km ; Wat Siripong Thamnimitr && 4.56 km,Terminal 21 Shopping Mall && 16.32 km ; Central World && 17.36 km ; Jim Thompson && 18.96 km ; Wat Saket && 19.74 km ; Yaowarat Road && 20.27 km ; Khao San Road && 20.31 km ; Wat Phra Kaew && 21.33 km ; Grand Palace && 21.34 km ; Wat Pho Temple && 21.45 km ; Asiatique - The Riverfront && 23.34 km,Don Mueang International Airport
294,10137,Leelawadee Resotel Raminthra,"11 Raminthra 23 ally 8, Victory monument, Bangken , Don Mueang International Airport, Bangkok, Thailand, 10220",4.0,6.1,Wat Siripong Thamnimitr && 1.06 km ; Foodland Ram-Indra && 1.17 km ; Tesco Lotus Lak Si && 1.31 km ; Big C Don Muang && 1.31 km ; Wat Trai Rattanaram && 1.51 km ; Wat Phrasimahatahd && 1.62 km ; Central Plaza Ramindra && 2.22 km ; Fashion Square && 2.66 km ; Dev Mandir (Thep Montien) && 2.7 km ; Venice Di Iris && 2.81 km,Terminal 21 Shopping Mall && 15.59 km ; Central World && 15.9 km ; Wat Saket && 17.45 km ; Jim Thompson && 17.68 km ; Khao San Road && 17.78 km ; Yaowarat Road && 18.32 km ; Grand Palace && 18.89 km ; Wat Phra Kaew && 18.9 km ; Wat Pho Temple && 19.1 km ; Asiatique - The Riverfront && 21.94 km,Don Mueang International Airport
295,10142,Miracle Suvarnabhumi Airport,"68/101 King-Keow Road Tachathewa Sub District Bang Phli Samut prakan, Suvarnabhumi Airport, Bangkok, Thailand, 10540",4.0,7.2,Thana City Golf and Country Club && 2.55 km ; Windmill Golf Course && 3.08 km ; Ramkhamhaeng University Bangna Campus && 4.21 km ; Wat Rat Nimit Sattha Tham && 4.59 km ; The Paseo Mall && 4.94 km ; Wat Lan Boon && 5.05 km ; Suvarnabhumi Outdoor Market && 5.05 km ; Home Pro Suvarnabhumi && 5.18 km ; Mai Hua Takhe Market && 5.23 km ; Tesco Lotus Bangplee && 5.29 km,Terminal 21 Shopping Mall && 19.12 km ; Central World && 21.59 km ; Jim Thompson && 21.64 km ; Asiatique - The Riverfront && 24.23 km ; Yaowarat Road && 24.42 km ; Wat Saket && 25.2 km ; Khao San Road && 26.27 km ; Wat Pho Temple && 26.36 km ; Wat Phra Kaew && 26.56 km ; Grand Palace && 26.62 km,Suvarnabhumi Airport
296,10145,Nava Grand,"93 Rangsit-Nakhon Nayok 32,  Prachathipat , Thanyaburi, Pathum Thani, Don Mueang International Airport, Bangkok, Thailand, 12130",4.0,6.6,Wat Lard Sanun && 2.13 km ; Future Park Rangsit && 2.58 km ; Wat Bang Phun && 2.93 km ; Bangpoon Golf Driving Range && 2.93 km ; Wat Promrangsri && 3.13 km ; Wat Dhammasukjai && 3.19 km ; Zeer Rangsit Shoppping Mall && 3.33 km ; Thupatemi Royal Thai Air Force Sports Stadium && 3.39 km ; Dream World Theme Park && 4.17 km ; Siam International School && 4.22 km,Central World && 28.04 km ; Terminal 21 Shopping Mall && 28.16 km ; Wat Saket && 28.76 km ; Khao San Road && 28.79 km ; Jim Thompson && 29.87 km ; Grand Palace && 29.91 km ; Yaowarat Road && 29.92 km ; Wat Phra Kaew && 29.94 km,Don Mueang International Airport
297,10146,Adriatic Palace Hotel Bangkok,"1178 Corner of New Petchabure and Wireless Road Rajchatrevee, Wireless, Bangkok, Thailand, 10400",4.0,5.3,Witthayu Pier && 110 m ; Blanc Bespoke Tailors && 210 m ; Shrine of the Goddess Tubtim && 240 m ; Ravis Tailor && 420 m ; Chit Lom Bridge Pier && 450 m ; Yoga Elements Studio && 540 m ; Nana Nuea Pier && 580 m ; Central Embassy && 610 m ; AAA Thai Language Center && 610 m ; Amari Tailor && 650 m,Central World && 1.08 km ; Terminal 21 Shopping Mall && 1.82 km ; Jim Thompson && 2.65 km ; Yaowarat Road && 4.32 km ; Wat Saket && 4.56 km ; Khao San Road && 5.58 km ; Wat Pho Temple && 6.04 km ; Wat Phra Kaew && 6.12 km ; Grand Palace && 6.17 km ; Asiatique - The Riverfront && 7.01 km,Wireless
298,10148,Sarasinee All Suite Boutique Hotel,"369 Charoen Nakorn Road, Soi Charoen Nakorn 14/2, Klongsan, Thonburi, Bangkok, Thailand, 10600",4.0,7.0,SENA Fest Lifestyle Mall && 200 m ; Riverside Plaza && 240 m ; Thaksin Pier && 670 m ; Sathorn Central Pier && 670 m ; Oriental Hotel Pier && 750 m ; Chinese Temple Jael Aeung Beal && 780 m ; Robinson Bangrak Shopping Mall && 790 m ; Assumption Cathedral && 820 m ; World Group && 830 m ; Assumption Convent School && 850 m,Asiatique - The Riverfront && 1.94 km ; Yaowarat Road && 2.19 km ; Jim Thompson && 3.04 km ; Wat Pho Temple && 3.22 km ; Wat Phra Kaew && 3.61 km ; Wat Saket && 3.66 km ; Grand Palace && 3.68 km ; Khao San Road && 4.3 km ; Central World && 4.45 km ; Terminal 21 Shopping Mall && 6.06 km,Thonburi
299,10149,Metro Resort Pratunam,"599 Soi Petchaburi 13,
Petchaburi Road, Ratchathevee,, Pratunam, Bangkok, Thailand, 10400",4.0,7.9,Krung Thong Plaza && 70 m ; Express Tailor && 240 m ; Pantip Plaza IT Mall && 260 m ; Pantip Plaza && 280 m ; Grand Diamond Plaza && 390 m ; Queen Savang Vadhana Museum && 490 m ; Newman Exclusive Tailor && 520 m ; Suan Pakkad Palace && 550 m ; Kidzania Bangkok && 550 m ; Platinum Fashion Mall && 570 m,Central World && 810 m ; Jim Thompson && 2.43 km ; Yaowarat Road && 3.07 km ; Wat Saket && 3.11 km ; Terminal 21 Shopping Mall && 3.15 km ; Khao San Road && 4.12 km ; Wat Pho Temple && 4.65 km ; Wat Phra Kaew && 4.7 km ; Grand Palace && 4.74 km ; Asiatique - The Riverfront && 6.38 km,Pratunam
300,10150,K Residence @ Suvarnabhumi Airport Hotel,"26 Soi Romklao6, Suvarnabhumi Airport, Bangkok, Thailand, 10510",4.0,6.5,Wat Bang Peng Tai Temple && 2.31 km ; Big C Sukhaphiban 3 && 2.46 km ; Unique Tailor && 3.02 km ; Kwan-Riam Floating Market && 3.87 km ; Fashion Island && 4.5 km ; Wat Buengbua && 4.97 km ; Sarasas Witaed Romklao School && 5.23 km ; Siam Park City && 5.63 km ; Debsirin Romklao School && 5.67 km ; The Paseo Town && 6.26 km,Terminal 21 Shopping Mall && 20.97 km ; Central World && 22.92 km ; Jim Thompson && 23.99 km ; Yaowarat Road && 26.16 km ; Wat Saket && 26.17 km ; Khao San Road && 27.02 km ; Wat Pho Temple && 27.8 km ; Wat Phra Kaew && 27.81 km ; Grand Palace && 27.84 km ; Asiatique - The Riverfront && 28.03 km,Suvarnabhumi Airport
301,10151,Avana Residence,"900 Soi Bangna-Trad 12/1 Bangna-Trad Road, Bangna District, Bang Na, Bangkok, Thailand, 10260",4.0,6.9,Wat Sri Iam Temple && 350 m ; Bangkok Patana International School && 740 m ; Berkeley International School && 860 m ; BITEC Bang Na && 1.09 km ; Central Plaza Bangna && 1.55 km ; The Orthodox St.Nicolas Church && 2.04 km ; Siam Paradise Night Bazar && 2.14 km ; St Andrews International School Sukhumvit Campus && 2.17 km ; Dhammamongkol Temple && 2.63 km ; Terminal 21 Shopping Mall && 10.07 km,Terminal 21 Shopping Mall && 10.07 km ; Jim Thompson && 11.65 km ; Central World && 12.3 km ; Asiatique - The Riverfront && 13.21 km ; Yaowarat Road && 14.4 km ; Wat Saket && 15.54 km ; Wat Pho Temple && 16.29 km ; Wat Phra Kaew && 16.57 km ; Khao San Road && 16.61 km ; Grand Palace && 16.64 km,Bang Na
302,10153,The Bangkok Airport Link Suite,"74/2-3 Soi Petchburi 31 Ratchtevee , Bangkok, Pratunam, Bangkok, Thailand, 10400",4.0,7.8,Ravis Tailor && 160 m ; Palladium Square Shopping Mall && 360 m ; Chit Lom Bridge Pier && 370 m ; Impressions Tailor && 390 m ; Pratunum Market && 460 m ; Romeo & Juliet Tailor's House && 480 m ; Country Road Fashions && 480 m ; Mister Singh's Fashion Gallery && 490 m ; Witthayu Pier && 500 m ; Oasis Outdoor Arena and Creative Market && 520 m,Central World && 950 m ; Terminal 21 Shopping Mall && 2.27 km ; Jim Thompson && 2.72 km ; Yaowarat Road && 4.08 km ; Wat Saket && 4.2 km ; Khao San Road && 5.2 km ; Wat Pho Temple && 5.73 km ; Wat Phra Kaew && 5.79 km ; Grand Palace && 5.83 km ; Asiatique - The Riverfront && 7.01 km,Pratunam
303,10154,Escape Boutique @ Sathorn Terrace,"Sathorn Terrace Building (adjacent Sathorn Church), 210 North Sathon Road, Sathorn, Bangkok, Thailand, 10500",3.0,8.4,Chinese Temple Jael Aeung Beal && 250 m ; Robinson Bangrak Shopping Mall && 250 m ; Sathorn Unique Tower && 260 m ; State Tower && 300 m ; Sirocco Sky Bar && 320 m ; Sathorn 11 Art Space && 330 m ; Naraya Patpong && 330 m ; Diamond oval ring && 340 m ; Suan Plu Temple && 370 m ; Thaksin Pier && 370 m,Asiatique - The Riverfront && 2.14 km ; Jim Thompson && 2.27 km ; Yaowarat Road && 2.54 km ; Central World && 3.92 km ; Wat Pho Temple && 4 km ; Wat Saket && 4.06 km ; Wat Phra Kaew && 4.36 km ; Grand Palace && 4.44 km ; Khao San Road && 4.87 km ; Terminal 21 Shopping Mall && 5.21 km,Sathorn
304,10156,Aunchaleena Grand Hotel,"453 Lad Prao122 (Ramkamhang 65), Bang Kapi, Bangkok, Thailand, 10310",4.0,8.7,Saphan Mit Mahat Thai Pier && 60 m ; Ramkhamhaeng University Pier && 640 m ; SAT Health Garden && 720 m ; Ramkhamhaeng University && 780 m ; Wat Klang Pier && 1.01 km ; Assumption University Hua Mak Campus && 1.02 km ; Rajamangala Stadium && 1.16 km ; Wat Thepleela Pier && 1.16 km ; Ramkhamhaeng 29 Pier && 1.42 km ; Foodland Lard Prao && 1.86 km,Terminal 21 Shopping Mall && 7.42 km ; Central World && 9.35 km ; Jim Thompson && 10.43 km ; Yaowarat Road && 12.6 km ; Wat Saket && 12.72 km ; Khao San Road && 13.64 km ; Wat Pho Temple && 14.3 km ; Wat Phra Kaew && 14.34 km ; Grand Palace && 14.38 km ; Asiatique - The Riverfront && 14.58 km,Bang Kapi
305,10157,Ratchadamnoen Residence,"211/16 soi Damnoenklang NuaRatchadamnoen Klang Road , Bowon Nivet,Phranakorn, Khaosan, Bangkok, Thailand",2.5,8.6,Contemporart Art Gallery && 110 m ; Democracy Monument && 120 m ; Queen Sirikit Art Gallery && 120 m ; Satriwithaya School && 150 m ; Rattanakosin Exhibition Hall && 170 m ; Queen’s Gallery && 260 m ; Royal Pavilion Mahajetsadabodin && 260 m ; Loha Prasat - Metal Palace && 280 m ; Wat Ratchanatdaram Woravihara (Loha Prasat) && 290 m ; King Rama III Memorial && 300 m,Wat Saket && 550 m ; Khao San Road && 560 m ; Wat Phra Kaew && 1.42 km ; Grand Palace && 1.42 km ; Wat Pho Temple && 1.61 km ; Yaowarat Road && 1.99 km ; Central World && 4.13 km ; Jim Thompson && 4.45 km ; Asiatique - The Riverfront && 5.92 km ; Terminal 21 Shopping Mall && 6.59 km,Khaosan
